OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:0945::W,Quality Control Sample-Field Blank,Water,,2018-10-03,09:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Calcium,Dissolved,0.070,mg/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:0945::W,Quality Control Sample-Field Blank,Water,,2018-10-03,09:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Aluminum,Total,1.7,ug/l,J;U,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:191003:1020:SR:W,Sample-Routine,Water,,2019-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,,,,Water Bottle,,Antimony,Dissolved,2,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:0945::W,Quality Control Sample-Field Blank,Water,,2018-10-03,09:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Copper,Dissolved,0.66,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060717,Sample-Routine,Water,Surface Water,2017-06-07,15:11:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Manganese,Total,421,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-13,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:0945::W,Quality Control Sample-Field Blank,Water,,2018-10-03,09:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Selenium,Total,0.41,ug/l,J;U,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:S,Sample-Routine,Sediment,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Nickel,Total,3.4,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,2.0,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_102615,Sample-Routine,Water,Surface Water,2015-10-26,13:49:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Nickel,Total,4.4,ug/l,,Final,,Actual,Wet,,,,,Flow=,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2015-11-01,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082816,Sample-Routine,Water,Surface Water,2016-08-28,11:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Beryllium,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-31,,Lower Quantitation Limit,0.4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082316,Sample-Routine,Water,Surface Water,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Cobalt,Dissolved,5.1,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,0.4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051017,Sample-Routine,Water,Surface Water,2017-05-10,18:08:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Uranium,Total,0.2,ug/l,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-06-08,,Lower Quantitation Limit,0.2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_061417,Sample-Routine,Water,Surface Water,2017-06-14,13:25:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Silver,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-07-14,,Lower Quantitation Limit,0.5,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082316,Sample-Routine,Water,Surface Water,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Potassium,Total,970,ug/l,J,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,1000,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:191003:1020:SR:W,Sample-Routine,Water,,2019-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,,,,Water Bottle,,Manganese,Dissolved,1380,ug/l,,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,5,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_032216L,Sample-Routine,Sediment,,2016-03-22,13:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Copper,Total,170,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-03-25,,Lower Quantitation Limit,0.73,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:190514:1130:SR:W,Sample-Routine,Water,,2019-05-14,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,"Alkalinity, total",Total,9.18,mg/l,,Final,,Actual,,,,,,Alkalinity in Water by Titration,,,,,,,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,https://www.nemi.gov/methods/method_summary/9694/,,,,Lower Reporting Limit,6,mg/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:191003:1020:SR:W,Sample-Routine,Water,,2019-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,,,,Water Bottle,,Molybdenum,Dissolved,5,ug/l,U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,5,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051817,Sample-Routine,Water,Surface Water,2017-05-18,13:43:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Vanadium,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-06,,Lower Quantitation Limit,10,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_032216L,Sample-Routine,Sediment,,2016-03-22,13:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Arsenic,Total,21,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-03-25,,Lower Quantitation Limit,0.44,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_040417,Sample-Routine,Water,Surface Water,2017-04-04,14:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Selenium,Dissolved,0.4,ug/l,J,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-05-31,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_040417,Sample-Routine,Water,Surface Water,2017-04-04,14:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Cadmium,Dissolved,2.2,ug/l,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-05-31,,Lower Quantitation Limit,0.2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082816,Sample-Routine,Water,Surface Water,2016-08-28,11:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Silver,Total,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-31,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:1020:SR:W,Sample-Routine,Water,,2018-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Vanadium,Dissolved,0.23,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082316,Sample-Routine,Water,Surface Water,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Chromium,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_042517,Sample-Routine,Water,Surface Water,2017-04-25,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Strontium,Dissolved,407,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-06-30,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082316,Sample-Routine,Water,Surface Water,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Chromium,Total,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_053117,Sample-Routine,Water,Surface Water,2017-05-31,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Nickel,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-13,,Lower Quantitation Limit,4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_040417P,Field Msr/Obs,Water,Surface Water,2017-04-04,14:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Probe/Sensor,,Dissolved oxygen (DO),,8.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:1020:SR:W,Sample-Routine,Water,,2018-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Iron,Dissolved,1990,ug/l,,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:W,Sample-Routine,Water,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Thallium,Dissolved,0.17,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_040417,Sample-Routine,Water,Surface Water,2017-04-04,14:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Cobalt,Total,6.6,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-05-31,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:191003:1020:SR:W,Sample-Routine,Water,,2019-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,,,,Water Bottle,,Phosphorus,Unfiltered,0.0169,mg/l,J;U,Final,,Actual,,,,,,"Total Phosphorus in Water, Colorimetric",,,,,,,365.4,USEPA,Total Phosphorus After Block Digestion,https://www.nemi.gov/methods/method_summary/5313/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:W,Sample-Routine,Water,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Selenium,Total,0.50,ug/l,J,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Method Detection Level,5.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060717,Sample-Routine,Water,Surface Water,2017-06-07,15:11:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Zinc,Total,232,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-13,,Lower Quantitation Limit,50,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_042517,Sample-Routine,Water,Surface Water,2017-04-25,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Zinc,Dissolved,399,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-06-30,,Lower Quantitation Limit,50,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:1020:SR:W,Sample-Routine,Water,,2018-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Cadmium,Total,1.4,ug/l,,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:191003:1020:SR:W,Sample-Routine,Water,,2019-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,,,,Water Bottle,,"Alkalinity, total",Total,7.48,mg/l,,Final,,Actual,,,,,,Alkalinity in Water by Titration,,,,,,,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,https://www.nemi.gov/methods/method_summary/9694/,,,,Lower Reporting Limit,6,mg/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_032216L,Sample-Routine,Water,Surface Water,2016-03-22,13:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Manganese,Dissolved,1700,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,2.5,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_102615,Sample-Routine,Water,Surface Water,2015-10-26,13:49:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Silver,Total,,ug/l,U,Final,,Actual,Wet,,,,,Flow=,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2015-11-01,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_053117,Sample-Routine,Water,Surface Water,2017-05-31,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Boron,Dissolved,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-12,,Lower Quantitation Limit,100,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_082316,Sample-Routine,Sediment,,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Selenium,Total,1.2,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-08-31,,Lower Quantitation Limit,0.69,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_061417P,Field Msr/Obs,Water,Surface Water,2017-06-14,13:25:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Probe/Sensor,,"Temperature, water",,8.85,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060717,Sample-Routine,Water,Surface Water,2017-06-07,15:11:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Strontium,Total,216,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-13,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:S,Sample-Routine,Sediment,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Manganese,Total,951,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,5.0,mg/kg,,STORET
