Site_No,Samp_No,Location,Analysis,CAS_NO,Analyte,Total_Or_Disolved,Result,Result_Units,Detected,Result_Qualifier,SampleDate,SampleTime,MDL,MDL_Units,Reporting_Limit,Reporting_Limit_Units,Matrix,Latitude,Longitude,QA_Comment
A8K9,A72_091915,A72,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,730,ug/L,Y,,19-Sep-15,15:15,2.8,ug/L,20,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,19-Sep-15,08:50,1,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,56,ug/L,Y,,19-Sep-15,08:50,1.2,ug/L,2.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,68,ug/L,Y,,19-Sep-15,08:50,1.2,ug/L,2.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.3,ug/L,Y,,19-Sep-15,08:50,0.06,ug/L,0.3,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7439-92-1,Lead,T,0.86,ug/L,Y,,19-Sep-15,08:50,0.06,ug/L,0.3,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,1.8,ug/L,Y,J,19-Sep-15,08:50,0.5,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-50-8,Copper,T,1.9,ug/L,Y,,19-Sep-15,08:50,0.5,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7439-89-6,Iron,T,3500,ug/L,Y,,19-Sep-15,14:50,17,ug/L,50,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,0.26,ug/L,Y,J,19-Sep-15,08:50,0.12,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,1.7,ug/L,Y,,19-Sep-15,08:50,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,19-Sep-15,08:50,1,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.21,ug/L,Y,J,19-Sep-15,08:50,0.043,ug/L,0.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.5,ug/L,Y,UB,19-Sep-15,08:50,0.043,ug/L,0.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,19-Sep-15,08:50,0.15,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,19-Sep-15,08:50,0.15,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,57,ug/L,Y,,19-Sep-15,08:50,0.14,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,19-Sep-15,08:50,0.37,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,0.23,ug/L,Y,J,19-Sep-15,08:50,0.12,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,360,ug/L,Y,,19-Sep-15,14:50,1.2,ug/L,2.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,320,ug/L,Y,,19-Sep-15,14:50,24,ug/L,200,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7429-90-5,Aluminum,T,2600,ug/L,Y,,19-Sep-15,14:50,24,ug/L,200,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-39-3,Barium,T,29,ug/L,Y,,19-Sep-15,14:50,0.14,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,29,ug/L,Y,,19-Sep-15,14:50,0.14,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.18,ug/L,Y,J,19-Sep-15,14:50,0.15,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,3.5,ug/L,Y,,19-Sep-15,14:50,0.5,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7439-92-1,Lead,T,2.3,ug/L,Y,,19-Sep-15,14:50,0.06,ug/L,0.3,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,1.3,ug/L,Y,,19-Sep-15,08:50,0.45,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,350,ug/L,Y,,19-Sep-15,14:50,1.2,ug/L,2.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,1.3,ug/L,Y,,19-Sep-15,08:50,0.45,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,0.47,ug/L,Y,J,19-Sep-15,14:50,0.45,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,0.45,ug/L,N,U,19-Sep-15,14:50,0.45,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,3.8,ug/L,Y,,19-Sep-15,14:50,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,1.3,ug/L,Y,J,19-Sep-15,08:50,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,2,ug/L,Y,UB,19-Sep-15,08:50,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,1.8,ug/L,Y,,19-Sep-15,08:50,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,19-Sep-15,08:50,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.32,ug/L,Y,,19-Sep-15,14:50,0.06,ug/L,0.3,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,19-Sep-15,14:35,0.37,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.51,ug/L,Y,,19-Sep-15,14:35,0.06,ug/L,0.3,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7439-92-1,Lead,T,2,ug/L,Y,,19-Sep-15,14:35,0.06,ug/L,0.3,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,3.6,ug/L,Y,,19-Sep-15,14:35,0.5,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-50-8,Copper,T,5.7,ug/L,Y,,19-Sep-15,14:35,0.5,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,0.68,ug/L,Y,,19-Sep-15,14:35,0.12,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,0.68,ug/L,Y,,19-Sep-15,14:35,0.12,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,19-Sep-15,14:35,1,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,19-Sep-15,14:35,1,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,1.2,ug/L,Y,,19-Sep-15,14:35,0.043,ug/L,0.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,1.3,ug/L,Y,,19-Sep-15,14:35,0.043,ug/L,0.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,19-Sep-15,14:35,0.15,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,19-Sep-15,14:35,0.15,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7440-09-7,Potassium,T,5000,ug/L,Y,J+,19-Sep-15,08:15,17,ug/L,1000,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-39-3,Barium,T,26,ug/L,Y,,19-Sep-15,14:35,0.14,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,2.1,ug/L,Y,,19-Sep-15,14:35,0.45,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.37,ug/L,N,U,19-Sep-15,14:35,0.37,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,19-Sep-15,14:35,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,19-Sep-15,14:35,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,2400,ug/L,Y,,19-Sep-15,14:35,480,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7440-23-5,Sodium,T,2400,ug/L,Y,,19-Sep-15,14:35,480,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,790,ug/L,Y,J,19-Sep-15,14:35,17,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7440-09-7,Potassium,T,800,ug/L,Y,J+,19-Sep-15,14:35,17,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,3400,ug/L,Y,,19-Sep-15,14:35,33,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7439-95-4,Magnesium,T,3500,ug/L,Y,,19-Sep-15,14:35,33,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,75,ug/L,Y,,19-Sep-15,14:35,17,ug/L,50,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7439-89-6,Iron,T,220,ug/L,Y,,19-Sep-15,14:35,17,ug/L,50,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,56000,ug/L,Y,,19-Sep-15,14:35,25,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,25,ug/L,Y,,19-Sep-15,14:35,0.14,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,270,ug/L,Y,,19-Sep-15,14:35,2.8,ug/L,20,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,12000,ug/L,Y,,19-Sep-15,08:15,33,ug/L,500,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7439-95-4,Magnesium,T,13000,ug/L,Y,,19-Sep-15,08:15,33,ug/L,500,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,A72_091915,A72,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,720,ug/L,Y,,19-Sep-15,15:15,2.8,ug/L,20,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7439-89-6,Iron,T,200,ug/L,Y,,19-Sep-15,08:15,17,ug/L,50,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,A72_091915,A72,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,19-Sep-15,15:15,1,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7440-70-2,Calcium,T,86000,ug/L,Y,,19-Sep-15,08:15,25,ug/L,500,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,24,ug/L,N,U,19-Sep-15,08:15,24,ug/L,200,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.7 Metals (ICP),7429-90-5,Aluminum,T,110,ug/L,Y,J,19-Sep-15,08:15,24,ug/L,200,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,1.5,ug/L,Y,,19-Sep-15,08:15,0.4,ug/L,1,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,1.4,ug/L,Y,,19-Sep-15,08:15,0.45,ug/L,1,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,1.3,ug/L,Y,,19-Sep-15,08:15,0.45,ug/L,1,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_091915,GKM01,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,31,ug/L,Y,,19-Sep-15,08:15,1.2,ug/L,2.5,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,1300,ug/L,Y,,19-Sep-15,14:35,1.2,ug/L,2.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,19-Sep-15,14:35,0.08,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,1200,ug/L,Y,,19-Sep-15,14:35,1.2,ug/L,2.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,300,ug/L,Y,,19-Sep-15,14:35,2.8,ug/L,20,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,19-Sep-15,14:35,0.3,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,19-Sep-15,14:35,0.3,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,14:35,0.1,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,19-Sep-15,14:35,0.1,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,14:35,0.1,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,19-Sep-15,14:35,0.1,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,2.2,ug/L,Y,UB,19-Sep-15,14:35,0.58,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,6.6,ug/L,Y,UB,19-Sep-15,14:35,0.58,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,2.9,ug/L,Y,,19-Sep-15,14:35,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,1.4,ug/L,Y,,19-Sep-15,14:35,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,2,ug/L,Y,,19-Sep-15,14:35,0.45,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7429-90-5,Aluminum,T,100,ug/L,Y,J,19-Sep-15,14:35,24,ug/L,200,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_091915,A68,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,19-Sep-15,14:35,0.08,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,19-Sep-15,14:15,0.4,ug/L,1,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,A68_091915,A68,200.7 Metals (ICP),7440-70-2,Calcium,T,58000,ug/L,Y,,19-Sep-15,14:35,25,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-50-8,Copper,T,370,ug/L,Y,,19-Sep-15,14:15,0.5,ug/L,1,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,32,ug/L,Y,,19-Sep-15,14:15,0.12,ug/L,0.4,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,31,ug/L,Y,,19-Sep-15,14:15,0.12,ug/L,0.4,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,19-Sep-15,14:15,1,ug/L,2,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,19-Sep-15,14:15,1,ug/L,2,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,11,ug/L,Y,,19-Sep-15,14:15,0.043,ug/L,0.5,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,10,ug/L,Y,,19-Sep-15,14:15,0.043,ug/L,0.5,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,1.9,ug/L,Y,,19-Sep-15,14:15,0.15,ug/L,0.4,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,1.9,ug/L,Y,,19-Sep-15,14:15,0.15,ug/L,0.4,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,13,ug/L,Y,,19-Sep-15,14:15,0.14,ug/L,2,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-39-3,Barium,T,13,ug/L,Y,,19-Sep-15,14:15,0.14,ug/L,2,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7439-92-1,Lead,T,16,ug/L,Y,,19-Sep-15,14:15,0.06,ug/L,0.3,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,8,ug/L,Y,,19-Sep-15,14:15,0.37,ug/L,1,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,13,ug/L,Y,,19-Sep-15,14:15,0.06,ug/L,0.3,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,19-Sep-15,14:15,0.4,ug/L,1,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,3900,ug/L,Y,,19-Sep-15,14:15,480,ug/L,1000,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7440-23-5,Sodium,T,3900,ug/L,Y,,19-Sep-15,14:15,480,ug/L,1000,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,2200,ug/L,Y,,19-Sep-15,14:15,17,ug/L,1000,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7440-09-7,Potassium,T,2200,ug/L,Y,J+,19-Sep-15,14:15,17,ug/L,1000,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,11000,ug/L,Y,,19-Sep-15,14:15,33,ug/L,500,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7439-95-4,Magnesium,T,11000,ug/L,Y,,19-Sep-15,14:15,33,ug/L,500,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,9900,ug/L,Y,,19-Sep-15,14:15,17,ug/L,50,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7439-89-6,Iron,T,15000,ug/L,Y,,19-Sep-15,14:15,17,ug/L,50,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,200000,ug/L,Y,,19-Sep-15,14:15,25,ug/L,500,ug/L,Surface Water,37.819984,-107.663275,L2 Val
A8K9,CC48_091915,CC48,200.7 Metals (ICP),7440-70-2,Calcium,T,200000,ug/L,Y,,19-Sep-15,14:15,25,ug/L,500,ug/L,Surface Water,37.819984,-107.663275,L2 Val
