Site_No,Samp_No,Location,Analysis,CAS_NO,Analyte,Total_Or_Disolved,Result,Result_Units,Detected,Result_Qualifier,SampleDate,SampleTime,MDL,MDL_Units,Reporting_Limit,Reporting_Limit_Units,Matrix,Latitude,Longitude,QA_Comment
A8K9,M34_092015,M34,200.7 Metals (ICP),7439-89-6,Iron,T,3600,ug/L,Y,,20-Sep-15,14:20,17,ug/L,50,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_092015,M34,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,20-Sep-15,14:20,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_092015,M34,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,20-Sep-15,14:20,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_092015,M34,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.49,ug/L,Y,J+,20-Sep-15,14:20,0.37,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,A72_092015,A72,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,0.5,ug/L,Y,J,20-Sep-15,13:55,0.45,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_092015,A72,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.58,ug/L,N,U,20-Sep-15,13:55,0.58,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW05_092015,GKM05,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,20-Sep-15,09:30,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_092015,GKM05,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,24,ug/L,N,U,20-Sep-15,09:30,24,ug/L,200,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_092015,GKM05,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,20-Sep-15,09:30,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_092015,GKM05,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,20-Sep-15,09:30,0.1,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_092015,GKM05,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,4.4,ug/L,Y,UB,20-Sep-15,09:30,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW01_092015,GKM01,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,5500,ug/L,Y,,20-Sep-15,09:00,17,ug/L,1000,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW05_092015,GKM05,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,8.3,ug/L,Y,UB,20-Sep-15,09:30,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,47,ug/L,Y,J,19-Sep-15,09:10,17,ug/L,50,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,19-Sep-15,08:50,0.1,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,08:50,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,19-Sep-15,08:50,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7429-90-5,Aluminum,T,88,ug/L,Y,J,19-Sep-15,09:10,24,ug/L,200,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,24,ug/L,Y,J,19-Sep-15,09:10,24,ug/L,200,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7440-70-2,Calcium,T,91000,ug/L,Y,,19-Sep-15,09:10,25,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,08:50,0.1,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7439-89-6,Iron,T,230,ug/L,Y,,19-Sep-15,09:10,17,ug/L,50,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,37,ug/L,Y,,19-Sep-15,08:50,2.8,ug/L,20,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7439-95-4,Magnesium,T,13000,ug/L,Y,,19-Sep-15,09:10,33,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,12000,ug/L,Y,,19-Sep-15,09:10,33,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7440-09-7,Potassium,T,5400,ug/L,Y,J+,19-Sep-15,09:10,17,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,5300,ug/L,Y,,19-Sep-15,09:10,17,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,89000,ug/L,Y,,19-Sep-15,09:10,25,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7440-70-2,Calcium,T,90000,ug/L,Y,,19-Sep-15,08:50,25,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,24000,ug/L,Y,,19-Sep-15,08:50,480,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7440-23-5,Sodium,T,25000,ug/L,Y,,19-Sep-15,08:50,480,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,5100,ug/L,Y,,19-Sep-15,08:50,17,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7440-09-7,Potassium,T,5200,ug/L,Y,J+,19-Sep-15,08:50,17,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,12000,ug/L,Y,,19-Sep-15,08:50,33,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7439-95-4,Magnesium,T,13000,ug/L,Y,,19-Sep-15,08:50,33,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,58,ug/L,Y,,19-Sep-15,08:50,17,ug/L,50,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,19-Sep-15,08:50,0.3,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,88000,ug/L,Y,,19-Sep-15,08:50,25,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,19-Sep-15,08:50,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,29,ug/L,Y,J,19-Sep-15,08:50,24,ug/L,200,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7429-90-5,Aluminum,T,65,ug/L,Y,J,19-Sep-15,08:50,24,ug/L,200,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,19-Sep-15,08:50,0.08,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,19-Sep-15,08:50,0.08,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,33,ug/L,Y,,19-Sep-15,08:50,2.8,ug/L,20,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,19-Sep-15,09:10,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,19-Sep-15,08:50,0.3,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_091915,GKM05,200.7 Metals (ICP),7439-89-6,Iron,T,160,ug/L,Y,,19-Sep-15,08:50,17,ug/L,50,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,19-Sep-15,09:10,0.08,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,1.2,ug/L,Y,,19-Sep-15,09:10,0.45,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,1.3,ug/L,Y,,19-Sep-15,09:10,0.45,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,1.5,ug/L,Y,,19-Sep-15,09:10,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,3.1,ug/L,Y,,19-Sep-15,09:10,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,2,ug/L,Y,UB,19-Sep-15,09:10,0.58,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.84,ug/L,Y,J,19-Sep-15,09:10,0.58,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,19-Sep-15,09:10,0.1,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7440-23-5,Sodium,T,25000,ug/L,Y,,19-Sep-15,09:10,480,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,19-Sep-15,09:10,0.08,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.28,ug/L,Y,J,19-Sep-15,09:10,0.06,ug/L,0.3,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,41,ug/L,Y,,19-Sep-15,09:10,2.8,ug/L,20,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,51,ug/L,Y,,19-Sep-15,09:10,2.8,ug/L,20,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,19-Sep-15,09:10,0.3,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.41,ug/L,Y,J,19-Sep-15,09:10,0.3,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,09:10,0.1,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,A72_091915,A72,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,19-Sep-15,15:15,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_091915,A72,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,19-Sep-15,15:15,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,09:10,0.1,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.26,ug/L,Y,J,19-Sep-15,09:10,0.043,ug/L,0.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-39-3,Barium,T,58,ug/L,Y,,19-Sep-15,08:50,0.14,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,19-Sep-15,09:10,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.63,ug/L,Y,J,19-Sep-15,09:10,0.37,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,19-Sep-15,09:10,0.37,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-39-3,Barium,T,57,ug/L,Y,,19-Sep-15,09:10,0.14,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,55,ug/L,Y,,19-Sep-15,09:10,0.14,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,19-Sep-15,09:10,0.15,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,120,ug/L,Y,,19-Sep-15,09:10,1.2,ug/L,2.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.5,ug/L,Y,UB,19-Sep-15,09:10,0.043,ug/L,0.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,130,ug/L,Y,,19-Sep-15,09:10,1.2,ug/L,2.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,19-Sep-15,09:10,1,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,19-Sep-15,09:10,1,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,0.36,ug/L,Y,J,19-Sep-15,09:10,0.12,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,0.32,ug/L,Y,J,19-Sep-15,09:10,0.12,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-50-8,Copper,T,2.4,ug/L,Y,,19-Sep-15,09:10,0.5,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,2,ug/L,Y,J,19-Sep-15,09:10,0.5,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7439-92-1,Lead,T,1.6,ug/L,Y,,19-Sep-15,09:10,0.06,ug/L,0.3,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,25000,ug/L,Y,,19-Sep-15,09:10,480,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_091915,GKM04,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,19-Sep-15,09:10,0.15,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,19-Sep-15,14:50,0.15,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,4.4,ug/L,Y,,19-Sep-15,14:50,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-50-8,Copper,T,11,ug/L,Y,,19-Sep-15,14:50,0.5,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,6.7,ug/L,Y,,19-Sep-15,14:50,0.12,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,6.8,ug/L,Y,,19-Sep-15,14:50,0.12,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,19-Sep-15,14:50,1,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,19-Sep-15,14:50,1,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,65000,ug/L,Y,,19-Sep-15,14:50,25,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.79,ug/L,Y,,19-Sep-15,14:50,0.043,ug/L,0.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,19-Sep-15,14:50,0.1,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7440-23-5,Sodium,T,3100,ug/L,Y,,19-Sep-15,14:50,480,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,810,ug/L,Y,J,19-Sep-15,14:50,17,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7440-09-7,Potassium,T,790,ug/L,Y,J+,19-Sep-15,14:50,17,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,5600,ug/L,Y,,19-Sep-15,14:50,33,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7439-95-4,Magnesium,T,5600,ug/L,Y,,19-Sep-15,14:50,33,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,2200,ug/L,Y,,19-Sep-15,14:50,17,ug/L,50,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,GKMSW05_091915,GKM05,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.39,ug/L,Y,J,19-Sep-15,08:50,0.37,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.77,ug/L,Y,,19-Sep-15,14:50,0.043,ug/L,0.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,120,ug/L,Y,,19-Sep-15,14:50,2.8,ug/L,20,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,19-Sep-15,14:50,0.37,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.85,ug/L,Y,J,19-Sep-15,14:50,0.37,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,19-Sep-15,14:50,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,19-Sep-15,14:50,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,3200,ug/L,Y,,19-Sep-15,14:50,480,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,A72_091915,A72,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,2.6,ug/L,Y,,19-Sep-15,15:15,0.043,ug/L,0.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,M34_091915,M34,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,19-Sep-15,14:50,0.08,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,6.7,ug/L,Y,UB,19-Sep-15,14:50,0.58,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,19-Sep-15,14:50,0.08,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,4.1,ug/L,Y,UB,19-Sep-15,14:50,0.58,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,130,ug/L,Y,,19-Sep-15,14:50,2.8,ug/L,20,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,19-Sep-15,14:50,0.3,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.81,ug/L,Y,J,19-Sep-15,14:50,0.3,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,14:50,0.1,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,19-Sep-15,14:50,0.1,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,19-Sep-15,14:50,0.1,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_091915,M34,200.7 Metals (ICP),7440-70-2,Calcium,T,65000,ug/L,Y,,19-Sep-15,14:50,25,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
